product_id,product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count,about_product,user_id,user_name,review_id,review_title,review_content,img_link,product_link
,LG 80 cm (32 inches) HD Ready Smart LED TV 32LM563BPTC (Dark Iron Gray),,,,,4.3,,,,,"R2PNR69G0BQG2F,R31A0WWDEYMKEW,R2C4XEWFLVU7JV,RYWES5AT5FQO6,R1PGWAY5TEWLT4,R32542OPR0QC4I,R2JDJEVZ2G7EEK,R36EHHPAQNSSOF","Sound quality,Very nice,Value for money,Good,Good for its price.,Good item,Budget friendly,Good","LG was always Good , correct delivery, good service but sound quality was poor. The speakers were fitted below the tv. No clear sound. That was the only problem.,Good videoGood vice,Picture quality is awesome.,Good at that price,Okay product, the OS has lags after about a year of use. This is the best you can get for the price tag it comes with.,I like it,Best one when it comes to bugdet, easy installation and handy features.,Good",,
B07KR5P3YD,,,,,36%,,,"Keyboard : Standard keyboard|Rupee key, Comfortable|Silent Durable keys|Mouse : Ergonomic design, Accurate optical sensor|High resolution enabling faster navigation","AE35OI7LDTOKU32IFQ3GQX5AOKFQ,AHT5CRFFKABTHYW4ECKZTQFY46NA,AEXIV3RFI5NFISHPIOIRBFCEMKUQ,AE4ADCFGK4BPHVK426KLAGJIECTA,AHGC4ISYSAWYL3CB4IONRS7WO2AQ,AHQQYHFW6CVRWYWGJ53LNZKKCSZQ,AEJOCAMBYG2VFPAYA67LRSSAMDBQ,AHESOERCB5FRKL7BYJ6QQHK4BMJQ",,,,"design of the keyboard and mouse lenght of the wire is short.,Value for money worth it .,Good,NICE PRODUCT,Good for lightweight use. Ocassional gaming can be done .  Uplifted keys.. keep your hands soft while typing.,Although it is quite cheap and works nicely for me, I think this is not for those who look for soft touch keyboard. Keys 'feel' lose and needed to be hit a little harder. Also, the Enter key is upside down compared to most keyboards around. As a result, the '\ |' key is in the second row instead of the first. Could be irritating for those fast typing guys.,Go for it,Value for money 💸",https://m.media-amazon.com/images/I/3164hjUSFdL._SX300_SY300_QL70_FMwebp_.jpg,
,"JBL Tune 215BT, 16 Hrs Playtime with Quick Charge, in Ear Bluetooth Wireless Earphones with Mic, 12.5mm Premium Earbuds with Pure Bass, BT 5.0, Dual Pairing, Type C & Voice Assistant Support (Black)","Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",,,,,,,,,,,,,
,,Electronics|Cameras&Photography|Accessories|Cleaners|CleaningKits,,,,,,,,"Siddharth suman,Soumayan Chakraborty,Papori,Agasthya,Jiten Sinku,Aleena,Ram Surat,Uday Kumar",,,,,
,,Computers&Accessories|ExternalDevices&DataStorage|PenDrives,₹579,,,,,"Compatible with Micro USB Type 'B' Android based Smartphones & Tablets. Windows 7, Windows 8, Windows 10, Mac OS X v10.9+ and higher|Free up space on your OTG-enabled Android phone|Back up your mobile photos, videos and contacts|Retractable design with dual micro-USB and USB 3.0 connectors|SanDisk Memory Zone application (available on Google Play) lets you easily manage your photos and videos|High-speed USB 3.0 performance with up to 130mbps file transfer from drive to computer|Manufacturer Detail: SanDisk InternationalLtd.c/o Unit 100 AirsideBusiness Park,Lakeshore Drive,Swords,Co. Dublin, Irelandmporter Details: Rashi Peripherals Pvt. Ltd. Rashi Complex,A Building,Survey186,Dongaripada,Poman Village,Vasai Bhiwandi Road, Dist. Thane,Maharastra 401208, India",,,"R3D9U8JX5A9TUJ,R35QH8XSF5Q7Q8,R2GIERTOOHJ61Y,R1C41WPHWU3HQU,R1KWYGPK5B25QW,R29JX6DV9W8CEX,R2NC01NL944UV6,R383NYRRUUA4RG",,,,
,,,"₹2,499","₹3,299",,4.2,"93,112",,,,,,,,
,,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",,,,3.9,,,,,,,"Good,Good product but Bluetooth coverage is poor. Gets disconnected often.,Good product but not comfortable, not fitted properly,I am writing this review after 1 year I have got this headphones it is almost 14 months now the right ear piece is not charging well even if I keep the office in the box for 4 hours 4 to 5 hours like that the charging is very low it's not full it's not getting full so this product last only for 1 year and in this one year the sound quality I can say it is very good but when I use it for so attend the calls the mic is very poor other person really can't able to hear me properly and also lot of noise.,Descent product. I purchased this product on Apr 2022 and still using it without any issues.,My left side one is not working, i reset this as per the manual but still is not working plz help me,I really like it's sound quality and Also the less in the Ear buds. Also bass quality is good but could have been a bit better. Overall this product is an awesome one 4/5 honetsly,For Music its very goodSize is little bigger as expectedCalling quality is above average",,
B003B00484,,Electronics|GeneralPurposeBatteries&BatteryChargers|RechargeableBatteries,,₹499,,,"27,201",,"AG2ICOYPSOV5SGBKFEYHGKCNK7PA,AGJ3OQ4X262D3MAQZ3CLCRVR5R3Q,AGWXCIC2IWWGNN5I4QTFMPSLSTHQ,AHG33NYBIPVHA7BABNXDT4NDZBMQ,AFWPPZRH2WVNMVTLFNXMAJCTTVFA,AG7Y7ZU2S5Y2H7UJX6AFGQSRB7ZQ,AHAVRPA7Z3PKTTWVBVUISCKI7RYQ,AHKW7DR7CHI2WL772IRNUK3SOAUA",,,,"Works good,Bought it to replace my Phillips QT4005 trimmer's 7yr old  battery cell.Old trimmer battery lost it torque... would not start without smacking it on the hand.Soldering the connections was bit tricky but i got it done by sanding both side surfaces of the new battery cell.New Duracell one does its job..trimmer works now like its supposed to.Its lasts more than 30+ minutes easily.Charges like its supposed to.I am satisfied with it. Saved an electronic device from being obsolete.If you want more performance..maybe get 900mah cell....but for me thats expensive...750mah is enough.Long term performance is to be seen.,Used for my philips trimmer. Gives a backup of more than 4-5 days,Really amezimg performance. I did not expected this much good and long performance. I am using diff company charger still these batteries fit well. And works for months. Good performance in good price,Charging is godd and battery is lasting longer after one charge,https://m.media-amazon.com/images/I/714qCj-ogHL._SY88.jpg,Good,It shows good battery life as of now.",https://m.media-amazon.com/images/I/418YrbHVLCL._SX300_SY300_QL70_FMwebp_.jpg,
,,,₹279,₹499,,,,,,,"R1GYK05NN6747O,R1J21BZ29NGQF9,R16JCHEILBYOMW,R2WVVS88M7SH18,R2MQ3VB8ZTUS48,RBJPTKHYQ7G7U,R37PKO5FUPJW35,R38R2YC2J2BMWR","Good product ; Average Finishing,Save it purpose well without any issue. I am satisfied,No issues,NO NEED TO PUT AUX CABLE FOR CONNECTING AUDIO FROM SECONDARY MONITOR,Good product,Not so Bad,Good,Worked will for only 3-4 months.","This connector has provided as a boon for my old Samsung LCD monitor and I am proactively using that monitor as the 2nd screen just if the finishing of the product can be improved then it would be a better purchase option.,Save it purpose well without any issue. I am satisfied,Working fine,GO FOR IT,It’s works properly good product but poor quality,I buy this product after so many reviews. this product is not so much clear. But it get the job done. you can buy to get display only. not so much clear. but still price is very good compare to other products.,Good,It worked really well for 3-4 months but now it started showing its ""cheap chinese"" side. Display keeps disconnecting randomly and will come back. It's a headache to read/work on external monitor now since it keeps disconnecting the external monitor and then reconnects it.",,
,Samsung 80 cm (32 Inches) Wondertainment Series HD Ready LED Smart TV UA32T4340BKXXL (Glossy Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",,,41%,,,"Resolution: HD Ready (1366x768) | Refresh Rate: 60 hertz|Connectivity: 2 HDMI ports to connect set top box, Blu Ray players, gaming console | 1 USB ports to connect hard drives and other USB devices|Sound : 20 Watts Output | Dolby Digital Plus|Smart TV Features : Personal Computer | Screen Share | Music System | Content Guide | Connect Share Movie|Display : LED Panel | Mega Contrast | PurColor | HD Picture Quality | Slim & Stylish Design|Warranty Information: 1 year comprehensive warranty plus additional 1 years on panel by brand from date of invoice|Installation: TV Table stand is not included in the box with this model. customer may ask for Table Top Stand or Wall Mount which will be provided to the customer at the time of installation, please directly call Samsung support on [1800407267864 / 180057267864] and provide product's model name as well as seller's details mentioned on the invoice|Easy Returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description",,,,,,https://m.media-amazon.com/images/I/51q3+E64azL._SX300_SY300_.jpg,
,"Logitech B100 Wired USB Mouse, 3 yr Warranty, 800 DPI Optical Tracking, Ambidextrous PC/Mac/Laptop - Black","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",₹279,,,4.3,,,,,,,,,
B09P18XVW6,,Electronics|WearableTechnology|SmartWatches,"₹2,499",,,,"7,571",,,,,,"The watch is good, the app is very bad, no Google fit integration or anything, watch face is barely customisable, I don't know why they used the new noise fit prime app with it, the app is very glitchy.If you want this watch for calling, go for it, otherwise don't, I hope they make this watch compatible with actual noise app.Also, wrist awake does not work properly.On the plus side, it is good for calling.,It is great for the price range. I bought it for my son and he is very happy. Can pair with a phone and make and receive calls. Nice UI, great watch faces, step count looks to be fairly accurate. All in all a good buy.,Just work like a smart watch..,Its very light weight with all the added features. Battery life is Max 1.5 day.It drains your phone charge rapidly,Nice,Like very much,Nice,Comfort and nice to see",,https://www.amazon.in/Noise-ColorFit-Bluetooth-Monitoring-SmartWatch/dp/B09P18XVW6/ref=sr_1_152?qid=1672903002&s=computers&sr=1-152
,,,,,,,,,"AGQBRQKHB6V2GKNP5NQCBG3TZFPQ,AGXXROFSXQ7UYFJ4SM2KRSY5GNUQ,AE4OJDGKLBRC3SKJV2S3AHVXBWBA,AEUDSXTROWKKBDOIXDIPXVUR5GAA,AGB2VOIFUR7OVK5G6TMSPV52XHFA,AF6LSVYUDV7WMLIBPHXHBDSVFDTA,AHPXWAFSPVEID3MIG3SFU4XFOSLA,AF7QEOPISA5J33YVAQWX2EGDEPUQ",,,"Good,Boss of premium note books 🏆,Didn't expected single binding!,Good purchase,Good Quality but paper could be thicker...,Worth the Money!,Good quality,Nice products","Paper quality is good. Worth buying...,Delivery was on time, perfect packaging,evry thing was perfect,but the price could have been little lesser of it would have cost around 100-110, it would be the perfect note book , but yeah it's ok price but whatever the premium ness is on the top or I would say more than top🤗,I ordered it for my physics note..... everything thing is good but didn't expected single metal binding......I ordered it for more aesthetic study but it works for me,Very good quality,Paper is somewhat thin compared to other notebooks but everything else is great..,,Quality of classmate's product is always undisputed.Just check for discount and then purchase.,सभी  अच्छा है।",,
,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,,₹199,,,,"Micro usb cable is 1 meter in length, optimized for easy use for your comfort at home or office, helps you to overcome distance restrictions|Durable pvc outer exterior: Pvc cables are versatile, high in tensile strength, flexible, and good conductors|Charge & sync, this usb cable can charge and data sync simultaneously at 480mbps speed, compatible with all devices with a micro usb port. Core : Tinned copper|Micro usb charging cable for android phones and any other device with micro usb port|Contact us on 1800-102-2700 or write us on support@flixaccessories.com","AHIKJUDTVJ4T6DV6IUGFYZ5LXMPA,AE55KTFVNXYFD5FPYWP2OUPEYNPQ,AEBWA5I4QFCA3P3OBEPMELBGN4GQ,AHMGAC6QM62UXNEOCZIHLHSXPP2Q,AFHROSCGIXUPV3FYQ7H5QOD46Q7Q,AEAMIR3CMSA32IDEINSJKHRNANTA,AF355FTXYAKFH5NYPRTE7SL3WO3Q,AG5DWPD54QGSLWJ6QUFERLPNAX4Q",,,,,,
B00NNQMYNE,"AirCase Rugged Hard Drive Case for 2.5-inch Western Digital, Seagate, Toshiba, Portable Storage Shell for Gadget Hard Disk USB Cable Power Bank Mobile Charger Earphone, Waterproof (Black)",Computers&Accessories|Accessories&Peripherals|HardDiskBags,₹299,,,4.5,,"Made of Thick, Tough, Ballistic Nylon hard shell material that provides extra strength & shock protection. Compatible with all 2.5”/ 6.35 cm Hard Drive Disks.|This Rugged Shell case comes with an elastic band to securely fasten the HDD & Separate mesh pocket for USB cables, flash drives, chargers, Pen Drives etc.|Strong Zippered closure that allows quick and convenient access and usage. Soft felt lining keeps your HDD dust free. Water and shock-resistant design.|Slim line design allows the case to easily fit into any Backpack/ Briefcase/ Messenger Bag|The High-Hardness case with Anti-Press feature keeps the original shape even under high-strength force.",,"Souradip,Narendran D,Mandar Barve,P Nagar,Amazon Customer,Ravindra Chauhan,Karishma binraj,Jithin",,,"Still using,Dealing with Amazon was a pleasant experience; the goods were delivered on time and in proper condition. Both the packing and the goods were excellent. It seems sturdy and has enough room for any standard-sized hard disc or external SSD. It is ideal for all types of portable storage devices.,Perfectly fits my HDD and it's wires. Had ample of spce to keep Pen drives and other petite stuff.It's very sturdy and the material is also pretty good.,Case is overall good in terms of quality. Looks smart to carry,Good quality spacious. Actually it hold two of my disk and it’s wire,Value for money, go for it without any confusion. I will update my review after some uses,Good one,Looks good. Quality is also good.",,
,"Noise Buds VS402 Truly Wireless in Ear Earbuds, 35-Hours of Playtime, Instacharge, Quad Mic with ENC, Hyper Sync, Low Latency, 10mm Driver, Bluetooth v5.3 and Breathing LED Lights (Neon Black)",,,"₹3,999",,,"3,517",,,,,,,,
B07B88KQZ8,"JBL Go 2, Wireless Portable Bluetooth Speaker with Mic, JBL Signature Sound, Vibrant Color Options with IPX7 Waterproof & AUX (Blue)",Electronics|HomeAudio|Speakers|BluetoothSpeakers,,,33%,4.3,,,,"Murali am,Mithul R.,Ritesh kumar,Debia Pipa,sarang,gopal,MSK Purushothaman,Divyanshu Saraph",,,"The other reviews say that the volume is too low but it is not at all like that it is pretty good ,For such a small speaker the quality and the volume is very good. It is very easy to carry around . The people who bought JBL go 1 this is an hands down upgradetion would highly recommend .The price is too high but i got it in an offer that is the only -point . The Bluetooth connectivity is fast and very reliable and is completely water proof. Comming to the end it is  pretty much a good speaker but for people with a budget pls try other brands,I love JBL audio products and used many like earphone and headphones but that all products were brought from official website but this time I tried Amazon and it still worth and geniune seller and thanks for him and awesome sound more than expected and clarity and bass andvoice is very punch and not disturb your hear but i noticed that it have very very lite humms wen it turns on the speaker without pairing but not noticable,Bass is ❤️Portable also connectivity is fastCharged is late,JBL Go2 is actually good 👍..but sound quality is not much better, according to price..over all ,good... delivery aur packaging bhi bhot acha hai.💟,Battery level indicator not available,,Good audio but the mic feature is not that good.,Good bluetooth speakers by themselves but bit overpriced. They're not a significant upgrade from the original JBL Go. I have both of them and the sound quality is fairly similar - rather the older speakers sometimes sound better!",,
B01M4GGIVU,Tizum High Speed HDMI Cable with Ethernet | Supports 3D 4K | for All HDMI Devices Laptop Computer Gaming Console TV Set Top Box (1.5 Meter/ 5 Feet),"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",,,72%,,"12,153",,,,"R2DIHMHOPYEASB,R24RHE9B30YXWQ,R3DYXQZQA6PPHM,R2458DMQ9C2Z4F,R36C67830VNHAA,R2GE3ZI47UVVO,R1XMBPKJ1QP1Q9,R1L6PX82T6UT6P","Cheap product and same is the performance but does the job,Good,No Box!!!,Good,Value for money,A very good quality cable with rubust built, and it does the work.,Value money,Good product.","The signal is too unstable once connect you need a bit of adjustment by unplugging or moving the wire to get a proper signal. But does the job. Go for this if you want to experiment with HDMI as I wasn't sure it would work for me or not. Otherwise go for a good quality breaded cable.,Good product,The cable did not come in a box. There is no box. If this was to be shipped without any packaging or branding, same should have been mentioned. When we pay for hi quality products, we expect a certain quality! I still have no idea if this is a hi speed 4k cable or not.,Good,Bought to connect my CP monitor (CCTV) to MI android TV.. .. OK quality at this price,I give it a 5 on 5, reasons as below..1. Amazon delivery - Super fast, same day delivery within 4-5 Hours.2. The delivery person was good.3.  Robust Built Quality, looks & feels premium.4. It is working excellent, I'm using for lapptop to big screen TV connectivity, and could see the undistorted picture and sound, nicely doing its work.A few words of cons..1. Feels a little hard to adjust and bend as per requirement, less flexible. But this may not be a serious concern.Overall a nice experience so far.,Good job,Like.",,
,,Computers&Accessories|Accessories&Peripherals|TabletAccessories|ScreenProtectors,,"₹1,499",,4.1,,,,,"R207L99B0HON4H,REU6EKQK98RBL,RM596L5QWH41H,R3S583DFLJ72KS,R2RV6Q4UAGYKUY,R3O59TXWPHOPEO,RMVC7IIYGMZJ8,R2V8YZ8X1YQY5C",,"The edges may start gapping out, but overall quality (including touch sensitivity) is good, as for the price tag.,The packaging was very nice. There was a microfibre cloth in the box, though it was basic ,I liked it. Now the main product, it was just perfect in size. Installation process was quite simple. But tempered glass is very fingerprint catchy. In harsh lighting the fingerprints could be noticed easily.,Product is otherwise good, but attracts too much visible finger impressions during routine use with a clean hand.,,Quite easy to install,Very easy even for beginners,,Installation was smooth After installing it screen is responsive n does what it is for",https://m.media-amazon.com/images/I/41cOH84GhGL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Robustrion-Anti-Scratch-iPad-10-2-inch/dp/B07Z3K96FR/ref=sr_1_160?qid=1672903002&s=computers&sr=1-160
,"Redgear Pro Wireless Gamepad with 2.4GHz Wireless Technology, Integrated Dual Intensity Motor, Illuminated Keys for PC(Compatible with Windows 7/8/8.1/10 only)",Computers&Accessories|Accessories&Peripherals|PCGamingPeripherals|Gamepads,,"₹3,999",,,,"Gamepad comes equipped with2.4GHz wireless technology and supports up to 10 metres range, an ideal choice for those looking to enjoy your favourite games without the hassle of cables and wires.|The built-in lithium-ion battery in the gamepad can provide uninterrupted gameplay for up to 2 hours in a single charge for upto 30-minute|Integrated dual intensity motor which allows a realistic gaming experience.|Integrated force feedback. Reset : When an exception occurs, such as Keys disorder, or crash, unable to connect. Remove the USB connection from the gamepad and device and reconnect.|The gamepad comes with illuminated keys on the back which light up and allow visibility even in low light conditions.|1 year warranty from the date of purchase",,,"R1CKJXFP143T9U,R31WPX3OC28CK7,R1S0S55YJ1UNXW,R1VQUWXWHW7F39,R2YJT6N81TWW2J,R3TY53243YFG8E,RFMQXL2EJSMQ9,R1ZD2CRP65AO8B",,"good gamepad, could've been better in ergonomics cos after a while, the grip starts aching. also comes with Haptic vibration feedback which is great for the price,Gamepad is very good and it's working also good. Worth to buy.,In terms of bulid quality it's plastic and you know it beforehand, there's a silicon grip patch which is nice but the grip-feel will be worn off after use and you'll be left with a shiny and slippery patch.Feels sturdy in-hand but personally I used it to play many games, mostly FIFA and the keys stopped working after certain time due to the silicon layer under keys.Even though I wasn't using it aggressively then too it didn't last 3 MONTHS.I was hoping for better performance but sadly that wasn't the case, the Joystick (gear) itself was precise but R2 L2 triggers was not working as they should be after 1.5 months even after many failed attempts to calibrate.,This gamepad is working good with pc, tv and mobiles too if you have an OTG. One of the best and affordable gamepad. Go for it,liked it,Posting review after more than 100 hrs used.First of all I buy this gamepad to check experience, it is amazing vibrations lights are good, Build quality is awesome its better than I expect, we can adjust vibration intensity depending on games best for Racing and sport kind games, but honestly if you are more into fps or shooting kind of games Our Keyboard and mouse are best to feel in game.The reason I used Wired is it comes with very good length and that is enough to enjoy the game, that why I din't waste extra money for just remove wire.,nice console.,Good product",,https://www.amazon.in/Redgear-Pro-Wireless-Gamepad-Black/dp/B0756CLQWL/ref=sr_1_162?qid=1672903002&s=computers&sr=1-162
B004IO5BMQ,,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",,₹995,,,,,,,"R28ZB0YUM6FKKB,RNB44LXBJIPTL,RVSWATRY0CJIV,R3IJ7R6T1XNRDW,RDC2ZTQAO2XXC,R1RFN16MM6BMUM,R2O8DIRX6ME9HQ,R50QNWM2SDL2V","Good silent mouse,Too small to hold!,Reviewing after 8 months of with battery backup review,Its very small  do take note of that,** Nice product,Good product,Good Buy for normal use in office,Stylish mouse","It's little small for big hands. But best available in the market.,Good product, but too smaller than the regular one!,Hello everyone,I bought this Mouse in April 2022, so after 8 months of use, I'm writing this review.Battery (the most important one): 10/10 - It came with a single AA-sized battery (Clock battery) that worked from 1st April -  10th December which is more than 8 months.  Even though my usage was heavy (6 hours average per day) in a corporate job day of 9 hours.Look 7/10-  Amazing with beautiful curves. Though battery closing pane could have been better.USB transmitter: 9/10 - It's normal and can be carried inside the battery cavity.Switch: 5/10 - On/OFF switch is not handy, you need a long nail to switch it ON/off but is strong enough to resist a hard stroke when you force it to off with your nailless fingers.Precision and laser: 10/10: Precision is just what most mouses have which is accurate and the Laser is invisible (No annoying light in the bottom).Buttons: 7/10 - Buttons produce a slight noise on click and after a long usage the Left button is shaking slightly.Overall ratings: 9/10The main reason for you to buy this: Its battery efficiency, it will cost you only 12 INR  for 8 months.,Its very small and it trouble for my hand which is considerably smaller than other people it do fit nicely in 10 year old nephew but now mine but no complains works great from far distance  so its good there its should be sold for 400/ only its slighly over priced,Nice mouse.Easy to holdWorking very smooth and fast, response time is very good.,Good durable product,Its a great mouse under this price for normal office use, it would have been much better if it had silent clicks!!!!!,Working well so far.",https://m.media-amazon.com/images/I/31CtVvtFt+L._SY300_SX300_.jpg,
,,Electronics|Mobiles&Accessories|MobileAccessories|Décor,,,,,,,,"Santosh Kumar,Prateek Jain,shubham,Ahsan Shaikh,Munish waran,Lalitaroat060682@gmail.co,Nancy Arulraj,Nevil Gandhi","R1EZC4VZXSJG4L,R1R39X4XI4GF5N,R2NR5VY4ULMZGZ,R1FGNEOQQOF3QC,R7BTN0BZCR0JG,R1IGYOAGJ9FW5U,R3B1Y0WDM2QS0U,R2KNU5Q3FUL54C","Very useful,Very useful item to make your phone cables long lasting,Price can be reduced as this product is not worth for 80 rs,Value for money,It is useful,Good product,Good quality,Its good item in this money",,https://m.media-amazon.com/images/I/31SKRsp7Y1L._SX300_SY300_QL70_FMwebp_.jpg,
B01HGCLUH6,TP-link N300 WiFi Wireless Router TL-WR845N | 300Mbps Wi-Fi Speed | Three 5dBi high gain Antennas | IPv6 Compatible | AP/RE/WISP Mode | Parental Control | Guest Network,,,"₹1,699",32%,4.2,"1,22,478",,"AF5YAAI52AMX6HOPQF2J3SOJESLA,AEU76NMTP5BLAI4YLE37G5UXRMMA,AF5SLHZEFIV3ISEOW2STG3EWYNQQ,AE45TP5ZURNMWK6GGPJ3F75P4ZZA,AHEA3K6ANMNJUJMNXADMGWWCQ7SQ,AFIRCW3B6RJPGLBHGXSYUWY27DNA,AHNBZ3WPTLGJBSD4DMHKPHJ7XDHQ,AHCEOI6ITIDUNPWUJ4UXVSLL4YGQ","Vaishnavi Khedekar,Sandeep Shriyan,Kislay Kishore,Vijay,Amazon Customer,jatinrohilla,Ashwin,Ashwini","RYVGISVDMR782,R2SUYAKH1B3Y9A,R2A98UDM7A9PQZ,R24J0BEZA2THE5,R1PUJMNHTMHNWS,RWIBZAS0R8OND,R1042SYVJXWW5H,R1MPZFZKGIYFRW",,,,
,,,,,,,"7,241",,"AH6SGND2YZGJPEXEPAT6XTKVRWLQ,AHUKUGMWTTVQ5MYELQCPYTG2PYPQ,AFDHR2G2FNUFDTSWHO4LCLMB6ZYA,AGAPQRGQHJFMTSOOUP4ASESAQ74Q,AGHDPSPN25DVVA7HJ2AH25FTKQFA,AHGT6UU5RQGF6YSGFMDIXANEX5RA,AG6L76MYOFGJ2MUPN3XH2RN6KXHA,AHI55SSF7NUY4BMJHZVXTUAI4Q7A",,,,"The keyboard and mouse are good for typing and normal use. Cannot comment about battery life since I've used it only for a month. Sometimes mouse did not respond when laptop got hot while gaming . Hence not using the set for gaming.,Product is very good but I have issues with the packing.The outer plastic bag was fine but the Amazon packing box(brown) was broken.The product box and the product was fine. Mouse battery lid is little bit loose otherwise good.,Product is Good. i have got defective product first and i have option for replacement and the same day my product was replaced. overall the product is smooth and easy to use,No caps lock light  button. It must be there for entering passwords.,All good except tiny dongle which we loose many times.,The keyboard is really good, the travel is incredible (especially when you’re coming from an ultrabook keyboard).Packaging: No cover. Nothing. Just the box, which was literally torn with visible brown cardboard insides. Yikes!,Good,",,https://www.amazon.in/Logitech-MK240-NANO-Mouse-Keyboard/dp/B01N4EV2TL/ref=sr_1_166?qid=1672903002&s=computers&sr=1-166
B08MZQBFLN,"Callas Multipurpose Foldable Laptop Table with Cup Holder | Drawer | Mac Holder | Table Holder Study Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (WA-27-Black)",Computers&Accessories|Accessories&Peripherals|LaptopAccessories|Lapdesks,,"₹4,999",,4.0,,,,"Jasmeen,Santam paul,Deepak,Perabathula Srinivasarao,Gokul Agrawal,Suman Gurung,Kishan,Pooja sony",,"Nice but price should be reduced,WORTH FOR MONEY,Good meterial,Table is good,VALUE FOR MONEY,Good product,Please sell spare parts also,Good",,,https://www.amazon.in/Callas-Multipurpose-Breakfast-Ergonomic-WA-27-Black/dp/B08MZQBFLN/ref=sr_1_167?qid=1672903002&s=computers&sr=1-167
,Casio MJ-12D 150 Steps Check and Correct Desktop Calculator,OfficeProducts|OfficeElectronics|Calculators|Basic,,,0%,4.5,,"Regular keys like %, square root and Memory|Dedicated +/- and Backspace Key. Plastic keys|Indian Comma Marker for easy reading of numbers in Lakh & Crore. Can be set to show numbers in Million & Billion also.|Operation symbol on display (+, -. x, ÷) indicates the status of operation you are currently performing|Key Rollover: Key operations are stored in a buffer, so nothing is lost even during high-speed input|Dual Powered - Solar & Battery Solar powered when light is sufficient, battery powered when light is insufficient.|Product Dimension: 30.1(H) x 123(W) x 140(D)",,,,,,https://m.media-amazon.com/images/I/41cRLg+wdIL._SY300_SX300_.jpg,
B08K4PSZ3V,,,₹349,,,3.8,"16,557",,"AG2WVO7W7ODQCKIFZ4EEIQSC5Y7A,AFDCDOCRT7PK5OZCUBZJ3WGXQC5A,AGY5MU7BF5S7NZ7H6FDZC7BM7PAA,AHVGSKRUJAMOKHD3LI46BE322UDQ,AG4OAYEMGQAZIBMSV7SJPYDXICXA,AH22BJULNDXPJPJ5NZEBHQRAUS7A,AHF3ANMCWYYADVLTRUTKK43XXLPQ,AFH7NASUMH66QSOAFC3OEXCF5LNQ",,,,,,
,"Amazon Basics Multipurpose Foldable Laptop Table with Cup Holder, Brown",Computers&Accessories|Accessories&Peripherals|LaptopAccessories|Lapdesks,₹599,,,,"1,087","You can use the table as a study table, breakfast table, reading table, and more.|Comes with built-in grooves to hold iPad and Kindle and holders for MacBooks and Tablets.|Anti-slip sponge keeps the laptop secure when the table is tilted.|Foldable metal legs allow you to store the table anywhere in the house.|The curved desktop edges not only form a protective layer around the laptop but prevent accidental scratches and injuries too.|Dimensions: L X W X H: 59.5 X 39.5 X 26.5 cm.|Package contents: 1 laptop table.","AFJXIJRSFMMNTYMOGJK7EE5XNRAA,AHPNKUIAW65N46LJ65KLE62O2ELQ,AEY3K25JLSHVO6HLN6ADH62FJXMQ,AGX4D4PROUQBRLWAC6L2I7UQSC4A,AGI5GQ6NFKL5BOZABRAH3KIS5C7A,AGTBOVMYG7TUOXA2KTDKPHKVOUIQ,AF7NUNBNBZ2WXQ5QGBAVERSVWZYA,AGH73AG4ROQHA5BYSSFPWXK5NXVA",,"R1IF6OX5EMCHRA,R11D9Q1R128JAS,RYHX3VX289G1,R19FHZ8XC2J59F,R30VMLL7S21LYI,R2SB7CBS0DFSTW,RQWYUTNJ2RA2L,R1TM8DUKLOEWBV",,"If you are using a seperate mouse go without cup holder it'll give you some space otherwise it's fine for even 15 inch laptop. It's strong and sturdy but it should be 350 to 400 not 599.,Everything is perfect - the sturdiness, the color, the finishing, the height, the weight. The only con is that it can be a little shaky if you use it on the bed.,The table is lightweight and less durable but it serves it's purpose.it's a good product for its price don't expect too much.,Product is good but  price (569 rs) is little more higher than over all quality of product and also there is no logo of amezon basics,It's good,I think the mobile/tablet holder is useless,Material is of good quality and product is worth for money. It would be nice to have a lock mechanism so that stands doesn't tend to close once placed in surfaces like bed.,The table is very strong. Will not break easily.But its legs are not stable at all. If you keep laptop on it and is not supported, then the whole table will fall sideways. It happened twice to me.",,
