Name,Ticker,Sector,Sub-Sector,Market Cap,PE Ratio,Free Cash Flow,5Y Avg Cash Flow Margin,Total Equity,Total Debt,Operating Cash Flow,Capital Expenditure,Earnings Per Share,Return on Equity,ROCE,Dividend Yield,Debt to Equity,Close Price
Hero MotoCorp Ltd,HEROMOTOCO,Consumer Discretionary,Two Wheelers,72530.92951,19.36828361,4135.18,11.64733995,17834.57,606.41,4923.07,787.89,187.3532286,21.63691095,27.0438464,3.858911492,0.034001941,3627.95
Aurobindo Pharma Ltd,AUROPHARMA,Health Care,Pharmaceuticals,70253.76432,22.14132637,-1126.98,13.85114938,29850.8,6647.63,2434.52,3561.5,54.15191884,11.19161097,14.36131705,0.375314229,0.222695204,1194.95
Waaree Energies Ltd,WAAREEENER,Industrials,Renewable Energy Equipment & Services,69848.60059,56.45745649,962.68,14.62638627,4148.49,553.38,2305.02,1342.34,48.86914909,41.16871924,32.01713849,,0.133393114,2440.95
Bharti Hexacom Ltd,BHARTIHEXA,Communication Services,Telecom Services,69490,137.7676447,1487.8,33.04608651,4638.7,8104.6,3546.1,2058.3,10.088,11.40118894,14.29574511,0.287811196,1.747170543,1441.1
Oracle Financial Services Software Ltd,OFSS,Information Technology,Software Services,69153.01765,31.15899072,1760.56,31.78000472,7858.84,42.96,1790.67,30.11,256.471363,28.977624,36.01608565,3.007995623,0.005466456,7963.95
Adani Total Gas Ltd,ATGL,Utilities,Gas Distribution,68749.12829,102.9949487,155.81,25.45036634,3580.32,1557.25,955.13,799.32,6.069229682,20.47144119,21.07689251,0.039993601,0.434947156,607.75
Lloyds Metals And Energy Ltd,LLOYDSME,Materials,Mining - Iron Ore,68260.31932,54.91887662,950.63,1.546740996,2810.87,33.13,1701.04,750.41,24.61117073,57.28025586,58.68794807,0.07401863,0.011786386,1279.2
Abbott India Ltd,ABBOTINDIA,Health Care,Pharmaceuticals,66026.46865,54.96617493,1164.48,17.25550956,3698.89,83.23,1212.81,48.33,565.2985684,34.88151604,42.33439026,1.319503223,0.022501345,31101.85
Colgate-Palmolive (India) Ltd,COLPAL,Consumer Staples,FMCG - Personal Products,65991.87438,49.85598487,1123.4,22.24644403,1874.36,71.75,1198.96,75.56,48.6661733,73.7255448,91.27055902,2.390471088,0.038279733,2378.4
Godrej Properties Ltd,GODREJPROP,Real Estate,Real Estate,65932.38164,90.9073609,-1387.82,-37.15523337,10301.44,10679.29,-692.57,695.25,26.08589699,7.405025068,8.860317529,,1.036679338,2138.4
Patanjali Foods Ltd,PATANJALI,Consumer Staples,Packaged Foods & Meats,65061.57041,85.032243,1646.14,1.710900738,10205.31,1048.73,1746.25,100.11,21.13676462,7.601987084,12.28628064,0.333832876,0.102763169,1774.8
JSW Infrastructure Ltd,JSWINFRA,Industrials,Ports,64869.90337,56.12020259,1554.5,45.7181854,8231.02,4758.48,1803.21,248.71,5.83099539,18.76494027,13.86318904,0.178048803,0.578115471,306.45
Oil India Ltd,OIL,Energy,Oil & Gas - Exploration & Production,64755.25616,10.22166282,-1129.69,31.06030163,52625.69,24040.5,10933.14,12062.83,38.94695617,13.41070138,12.60937267,2.42820062,0.456820614,390.3
BSE Ltd,BSE,Financials,Stock Exchanges & Ratings,63018.372,80.95989414,2710.71,65.04721365,3454.66,0.02,2842.03,131.32,57.47985198,24.77509091,23.38145029,0.322230696,5.78928E-06,4651.65
Ashok Leyland Ltd,ASHOKLEY,Industrials,Trucks & Buses,62410.0142,25.1296604,-7391.52,-3.388475686,11814.59,40802.18,-6257.98,1133.54,8.458240122,21.96794395,17.3244258,2.328924325,3.453541765,210.04
NMDC Ltd,NMDC,Materials,Mining - Iron Ore,61129.50743,10.97306299,5547.71,26.26736096,25672.91,3358.78,7394.8,1847.09,6.336362487,23.06397888,29.4608458,3.475717916,0.130829735,68.19
Oberoi Realty Ltd,OBEROIRLTY,Real Estate,Real Estate,60905.19271,31.61278559,2132.83,12.4127337,13844.41,2495.22,2809.85,677.02,52.98647269,14.78898295,16.4684251,0.238798842,0.180233033,1631.2
Alkem Laboratories Ltd,ALKEM,Health Care,Pharmaceuticals,60410.81408,33.64061883,1688.78,12.07363462,10714.4,1418.41,1948.07,259.29,150.1919458,17.82455061,18.44106612,0.791679449,0.132383521,5033.2
Phoenix Mills Ltd,PHOENIXLTD,Real Estate,Real Estate,60122.91348,54.69597849,488.09,43.56788854,12387.44,4639.24,2161.73,1673.64,30.7640918,9.369608652,12.06201394,0.148609916,0.374511602,1657.3
Berger Paints India Ltd,BERGEPAINT,Materials,Paints,59643.92302,51.07637232,1316.06,10.50488953,5389.17,753.29,1591.05,274.99,10.01679914,23.61114621,27.22832703,0.684107612,0.139778482,501
Coromandel International Ltd,COROMANDEL,Materials,Fertilizers & Agro Chemicals,58511.93297,35.63042825,900.8,12.48137031,9446.83,492.12,1427.69,526.89,55.81345067,18.92510467,23.79343267,0.3019312,0.052093665,1978.6
Indian Railway Catering and Tourism Corporation Ltd,IRCTC,Communication Services,Online Services,58156,52.34186557,649.67,0,3229.79,60.35,882.17,232.5,13.8885,38.92932786,43.78349472,0.894146778,0.018685425,717.15
Bharat Forge Ltd,BHARATFORG,Materials,Iron & Steel,57437.56825,60.38876731,140.37,11.83272584,7165.31,7947.53,1664.4,1524.03,20.42096775,13.67852384,19.48902596,0.729810362,1.109167642,1186.25
Kirloskar Industries Ltd,KIRLOSIND,Financials,Investment Banking & Brokerage,57158.4321,285.2217171,76.32,10.15969325,6738.18,1241.25,575.37,499.05,202.3065879,3.437095072,6.736448444,0.022579099,0.184211464,3403.1
Schaeffler India Ltd,SCHAEFFLER,Consumer Discretionary,Auto Parts,55822.2927,59.45752583,364.36,0,4805.35,51.1,884.46,520.1,60.1,19.77769834,26.37348396,0.784006272,0.010633981,3493.4
Tube Investments of India Ltd,TIINDIA,Consumer Discretionary,Cycles,55236.70049,46.00413137,-176.24,7.335063662,6744.71,896.33,675.15,851.39,62.12769191,20.52435225,27.68136114,0.12254674,0.132893779,2772.4
Linde India Ltd,LINDEINDIA,Materials,Commodity Chemicals,55024.95426,126.7593224,-134.72,0,3468.43,20.69,436.96,571.68,50.89921497,13.13726351,15.5319662,0.185990282,0.005965235,6323.65
Yes Bank Ltd,YESBANK,Financials,Private Banks,54650.22301,42.52240724,8663.89,24.97037056,42155.19,,9644.55,980.66,0.446853486,3.101623598,1.097315232,,0,17.03
UNO Minda Ltd,UNOMINDA,Consumer Discretionary,Auto Parts,54646.04395,62.07590956,-70,8.111718125,5264.98,1706.33,979.34,1049.34,15.34833299,18.15220002,21.01041947,0.210113865,0.3240905,941.55
Hitachi Energy India Ltd,POWERINDIA,Industrials,Heavy Electrical Equipments,54624.09944,333.5211836,162.95,0.477618055,1359.87,213.68,252.31,89.36,38.6440602,12.71988754,19.6516078,0.031035148,0.157132667,12141.6
PI Industries Ltd,PIIND,Materials,Diversified Chemicals,52982.35273,31.5089817,1415.5,18.79890237,8731,190.6,2035.9,620.4,110.7016952,21.11177375,21.45751229,0.430033828,0.02183026,3441.6
Sundaram Finance Ltd,SUNDARMFIN,Financials,Consumer Finance,52687.28873,36.68980149,-8569.23,-38.10942995,11078.22,52334.2,-8485.88,83.35,130.3135199,12.10470083,3.337050753,0.627460537,4.724062169,4770.5
Prestige Estates Projects Ltd,PRESTIGE,Real Estate,Real Estate,52562.01021,38.25195416,-609.4,20.86457342,11801,13458,1297.3,1906.7,34.27865914,12.45812462,18.28319417,0.137276138,1.14041183,1222.9
Vodafone Idea Ltd,IDEA,Communication Services,Telecom Services,52402.48769,-1.677502295,19212.2,37.55642925,-104166.8,243809,20826.1,1613.9,-6.323594142,,-3.549168552,,,7.15
Indusind Bank Ltd,INDUSINDBK,Financials,Private Banks,52153.80163,5.809526219,-17654.74,15.11084747,63207.57,,-16924.73,730.01,115.521844,15.18843361,9.116611399,2.462386018,0,637.05
Coforge Ltd,COFORGE,Information Technology,IT Services & Consulting,51961.86156,64.30923461,637.9,11.31430542,3726.9,726,903.4,265.5,131.4803799,23.43115648,25.84113387,0.904200745,0.194799968,7958.2
UPL Ltd,UPL,Materials,Fertilizers & Agro Chemicals,51893.25926,-43.24438271,-173,15.05303753,32706,29754,1822,1995,-15.33441479,-3.522418728,3.02853515,0.144644536,0.909741332,653
United Breweries Ltd,UBL,Consumer Staples,Alcoholic Beverages,51885.54441,126.5408492,-122,7.329824259,4183.56,102.03,69.5,191.5,15.50764051,10.0583094,13.21018692,0.50959309,0.02438832,1924.8
Kalyan Jewellers India Ltd,KALYANKJIL,Consumer Discretionary,"Precious Metals, Jewellery & Watches",50524.86184,84.5802562,950.35,5.430107029,4187.76,4486.36,1321.8,371.45,5.799312918,15.27337438,22.30073315,0.244644641,1.071303036,469.2
Balkrishna Industries Ltd,BALKRISIND,Consumer Discretionary,Tires & Rubber,50463.51928,34.29416393,984.09,18.31943847,8853.82,3099.44,2082.64,1098.55,76.11790757,17.93324498,20.49510679,0.612932884,0.350068106,2565.4
Bharat Dynamics Ltd,BDL,Industrials,Aerospace & Defense Equipments,49839.67031,81.3416737,330.83,36.53516283,3636.82,8.08,411.72,80.89,16.71529412,17.89402364,11.34179314,0.387967492,0.002221721,1315.6
Fsn E-Commerce Ventures Ltd,NYKAA,Consumer Discretionary,Wellness Services,49536.54927,1535.540895,-110.48,-1.248626765,1281.04,969.49,0.25,110.73,0.113025712,2.413577684,10.02720534,,0.756799163,169.51
Fortis Healthcare Ltd,FORTIS,Health Care,Hospitals & Diagnostic Centres,49313.86623,82.34348488,90.3,11.22021272,8556.14,1155.01,1100.1,1009.8,7.932625161,7.190933526,10.0896829,0.153092468,0.134991947,647.65
Bank of India Ltd,BANKINDIA,Financials,Public Banks,49004.91691,7.465186308,-5287.47,-5.236104095,70742.07,,-4436.94,850.53,15.16442196,9.996776859,5.598793422,2.601685771,0,105.96
GlaxoSmithKline Pharmaceuticals Ltd,GLAXO,Health Care,Pharmaceuticals,48838.91257,82.78343035,550.8,15.78829059,1777.64,18.67,582.02,31.22,34.82520581,33.53074239,40.26215016,1.109974158,0.010502689,2834.3
One 97 Communications Ltd,PAYTM,Communication Services,Online Services,48813.55829,-34.44852384,-170.9,-28.96937477,13298.4,176.6,650.8,821.7,-22.31868245,-10.77923115,-10.01482699,,0.013279793,777.4
Jindal Stainless Ltd,JSL,Materials,Iron & Steel,48693.80436,17.94693531,3343.22,8.761017511,14374.53,6052.26,4818.13,1474.91,32.94991539,20.59980032,20.01290483,0.507313774,0.421040549,588.15
L&T Technology Services Ltd,LTTS,Information Technology,Software Services,48481.25263,37.1874301,1240,15.88079336,5347.8,658.8,1492.8,252.8,123.4061835,26.60422215,31.19239825,1.090667384,0.123190845,4625.05
Steel Authority of India Ltd,SAIL,Materials,Iron & Steel,48426.27849,15.7911606,-1799.81,11.89047657,57101.23,36322.65,2910.88,4710.69,7.42440679,5.483642922,7.491240674,1.705902422,0.636109765,114.7
MRF Ltd,MRF,Consumer Discretionary,Tires & Rubber,48357.85178,23.23533878,1138.18,12.3935345,16703.16,2821.5,3300.5,2162.32,4907.214871,13.25154452,16.4500977,0.175406592,0.168920132,114264.5
Aditya Birla Capital Ltd,ABCAPITAL,Financials,Diversified Financials,48122.81276,14.42971555,-24502.91,-28.98308134,28637.78,110139.34,-24100.5,402.41,13.29202637,13.21887476,3.86257658,,3.845945461,184.59
Page Industries Ltd,PAGEIND,Consumer Discretionary,Apparel & Accessories,48103.3124,84.51187196,984.38,14.4295544,1596.92,184.85,1080.47,96.09,510.3070019,38.35563822,45.94098797,0.857931226,0.115754077,42925.6
Federal Bank Ltd,FEDERALBNK,Financials,Private Banks,48085.13309,12.3916703,6103.25,14.41562627,30925.83,,6431.17,327.92,17.05106834,14.53342599,7.98077155,0.607759558,0,194.85
Voltas Ltd,VOLTAS,Consumer Discretionary,Home Electronics & Appliances,47948.50767,190.2718558,468.46,5.572615778,5854.21,743.63,761.51,293.05,7.618899272,4.441338641,8.683482819,0.379398757,0.127024825,1422.05
Vishal Mega Mart Ltd,VMM,Consumer Staples,FMCG - Foods,47473.04383,102.7710775,580.31,12.55948225,5621.84,1483.39,829.67,249.36,1.024768199,8.571775842,11.84204812,,0.26386201,103.52
Mphasis Ltd,MPHASIS,Information Technology,IT Services & Consulting,47125.25877,30.30914111,2086.01,14.03550669,8794.61,1543.57,2179.7,93.69,82.39682388,18.58781968,22.7568451,2.205800077,0.175513184,2534.4
Tata Communications Ltd,TATACOMM,Communication Services,Telecom Services,45940.575,47.44260797,1099.66,19.32121298,1790.3,11263.17,3182,2082.34,33.97684211,58.0035341,16.89832152,1.036012283,6.291219349,1578.25
Indian Renewable Energy Development Agency Ltd,IREDA,Financials,Specialized Finance,45702.75106,36.49709004,-11120.45,-190.685396,8559.42,49686.86,-11099.64,20.81,5.03675846,17.27858463,2.897410514,,5.804933045,169.95
UCO Bank,UCOBANK,Financials,Public Banks,45647.84832,27.30869451,648.13,0,27213.79,,1001.75,353.62,1.398089534,6.32953213,4.251747266,0.733368256,0,36.54
Petronet LNG Ltd,PETRONET,Energy,Oil & Gas - Storage & Transportation,45630.00268,12.4930191,4029.7,8.551537483,17410.11,3008.1,4871.12,841.42,24.34959857,22.35640023,23.57776776,3.28731098,0.17277892,297.5
Blue Star Ltd,BLUESTARCO,Consumer Discretionary,Home Electronics & Appliances,45459.37348,109.5538582,-151.74,4.756814432,2612.63,242.93,289.22,440.96,20.83905828,21.02891952,22.52256869,0.316613144,0.092982933,2198.5
Procter & Gamble Hygiene and Health Care Ltd,PGHH,Consumer Staples,FMCG - Personal Products,45158.5644,66.89959469,425.85,17.19006277,774.86,3.08,470.53,44.68,207.9496904,78.45010431,110.0330334,1.83298291,0.003974912,13916.05
Hexaware Technologies Ltd,HEXT,Information Technology,IT Services & Consulting,44556.17306,37.8750196,1451.3,14.06102741,4635.2,393.6,1515.6,64.3,19.37,22.78093672,32.22757268,1.191676367,0.08491543,725
Supreme Industries Ltd,SUPREMEIND,Materials,Plastic Products,44508.94498,41.60803292,863.56,11.58508505,5108.83,55.06,1412.9,549.34,84.2121041,22.49449319,26.90731504,0.856188818,0.010777419,3458.15
Fertilisers And Chemicals Travancore Ltd,FACT,Materials,Fertilizers & Agro Chemicals,43787.36048,299.544127,123.64,11.23802169,1375.74,1810.23,278.48,154.84,2.259099542,11.03461811,18.38716621,0.143342692,1.315822757,656.55
Gujarat Fluorochemicals Ltd,FLUOROCHEM,Materials,Specialty Chemicals,43755.452,100.5964962,-344.2,17.17685259,5936.34,2095.95,626.36,970.56,39.59581247,7.592872866,10.81949286,0.075316329,0.353071084,3985.2
Container Corporation of India Ltd,CONCOR,Industrials,Logistics,43622.42885,34.60477145,646.24,25.06486774,11950.74,914.48,1388.5,742.26,20.6893434,10.8282156,13.60400052,1.60625742,0.076520784,711.65
Jubilant Foodworks Ltd,JUBLFOOD,Consumer Discretionary,Restaurants & Cafes,43276.4845,108.3727356,156.68,19.64181592,2243.23,4206.86,1009.64,852.96,6.051873985,18.65583436,12.62629563,0.182966396,1.8753583,668.25
APL Apollo Tubes Ltd,APLAPOLLO,Industrials,Building Products - Pipes,42616.67205,58.18452303,416.72,6.674539103,3604.62,1144.25,1111.56,694.84,26.40111384,22.16080227,23.25781168,0.358166189,0.317439841,1509.05
IDFC First Bank Ltd,IDFCFIRSTB,Financials,Private Banks,42385.40675,14.40529058,10169.28,39.2782738,32273.57,,11542.89,1373.61,4.29915281,10.12489092,4.025401309,,0,57.35
Glenmark Pharmaceuticals Ltd,GLENMARK,Health Care,Pharmaceuticals,42120.81511,-28.04931517,-1163.82,7.004876168,7847.55,1230.93,-265.44,898.38,-53.21708885,-16.98066696,11.12198835,0.167487355,0.156855324,1480.75
Housing and Urban Development Corporation Ltd,HUDCO,Financials,Specialized Finance,41861.7309,19.77697769,-10290.92,-28.18033232,16612.56,73995.9,-10286.74,4.18,10.57340526,13.20615221,3.338003314,1.984601406,4.454214161,204.03
Biocon Ltd,BIOCON,Health Care,Biotechnology,41843.46929,40.92270835,1022.3,16.85243905,25274.8,16276.7,2953.9,1931.6,8.516575046,4.281503069,6.187955816,0.143463248,0.64398927,348.15
Godrej Industries Ltd,GODREJIND,Materials,Diversified Chemicals,41678.1223,694.982863,-5481.61,-12.5410894,15119.06,28995.9,-4284.12,1197.49,1.781598011,0.407683235,8.599113462,,1.917837485,1180.95
Premier Energies Ltd,PREMIERENE,Utilities,Renewable Energy,41166.48297,177.9402765,-361.21,6.268810444,659.88,1401.5,90.15,451.36,6.969265626,42.67938347,24.86584051,,2.123871007,910.05
AU Small Finance Bank Ltd,AUBANK,Financials,Consumer Finance,40946.98502,26.68042706,2261.65,54.45437732,12559.53,,2608.07,346.42,22.97644195,13.04098079,8.988812033,0.163421666,0,557.9
GE Vernova T&D India Ltd,GVT&D,Industrials,Heavy Electrical Equipments,40808.69675,225.4001477,489.2,3.185206856,1242.94,41.82,518.36,29.16,7.070980281,15.63707814,22.79609728,0.125486259,0.033646033,1594
Central Bank of India Ltd,CENTRALBK,Financials,Public Banks,40704.925,15.25849143,-6497.16,1.534804728,32450.57,,-5909.91,587.25,3.073042982,8.642445461,6.62908721,,0,44.69
ITC Hotels Ltd,ITCHOTELS,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",40682.73149,36651.10945,-1.69,0,84.11,0,-1.69,0,0.013373494,,1.759600523,,0,196.11
Max Financial Services Ltd,MFSL,Financials,Insurance,39941.85802,117.4380583,5884.04,24.76468366,4369.54,522.57,6106.93,222.89,9.897918933,8.158032343,8.473644971,,0.119593825,1138.45
L&T Finance Ltd,LTF,Financials,Consumer Finance,39561.12348,17.05147342,554.71,29.98465894,23527.99,76603.45,673.47,118.76,9.339027751,10.27825401,3.794153729,1.57284481,3.255843359,155.04
Cochin Shipyard Ltd,COCHINSHIP,Industrials,Shipbuilding,39068.81123,49.87911095,-202.02,27.68822538,5003.34,502.2,-171.59,30.43,29.77298456,16.61055732,20.23521868,0.656543551,0.100372951,1457.45
Thermax Limited,THERMAX,Industrials,Industrial Machinery,39018.74917,60.46793511,-596.64,6.921130362,4439.8,1277.43,247.3,843.94,57.29822258,15.5301672,17.6635804,0.346358867,0.28772242,3567.4
Motilal Oswal Financial Services Ltd,MOTILALOFS,Financials,Diversified Financials,38901.46058,15.9362984,-500.41,-3.585467052,8768.74,13787.48,-349.64,150.77,41.10159439,32.43519764,21.24606964,0.536252892,1.572344487,623.25
360 One Wam Ltd,360ONE,Financials,Investment Banking & Brokerage,38472.11178,47.8383902,-572.17,19.78990348,3449.73,9471.93,-470.11,102.06,22.49688873,24.45830932,9.266611477,1.539097618,2.745701838,977.8
SJVN Ltd,SJVN,Utilities,Renewable Energy,38091.50463,41.79266285,-4340.15,57.32668191,14070.85,20323.2,1309.53,5649.68,2.319306629,6.526511087,4.746510945,1.857010214,1.444347712,93.5
KPIT Technologies Ltd,KPITTECH,Information Technology,IT Services & Consulting,37604.91922,63.25044441,846.43,20.2734924,2162.97,328.76,1001.77,155.34,21.95643717,31.07674053,33.07653931,0.483222185,0.151994711,1342.85
Nippon Life India Asset Management Ltd,NAM-INDIA,Financials,Asset Management,37463.32285,33.83242681,765.6,39.48051612,3982.18,0,777.48,11.88,17.67224419,29.53715818,33.21765314,2.774708235,0,601
Bank of Maharashtra Ltd,MAHABANK,Financials,Public Banks,37150.21041,9.123825553,11301.94,21.4928777,19870.62,,11580.85,278.91,5.896058933,22.83612902,11.95261896,2.66860483,0,46.56
IPCA Laboratories Ltd,IPCALAB,Health Care,Pharmaceuticals,36863.22288,67.3485391,534.05,14.23672208,7727,1438.36,944.65,410.6,21.57433583,8.024294988,11.25013013,0.275292498,0.186147276,1446.75
J K Cement Ltd,JKCEMENT,Materials,Cement,36630.94609,46.31962127,786.5,17.72024415,5321.64,5549.43,1959.08,1172.58,102.3486348,15.87814368,14.26712109,0.421874176,1.042804474,4749.25
ACC Ltd,ACC,Materials,Cement,36305.85049,15.53942676,1600.31,0,16333.31,354.85,2995.11,1394.8,124.0282234,15.33289626,16.85414835,0.389139885,0.021725541,1930.85
Mahindra and Mahindra Financial Services Ltd,M&MFIN,Financials,Consumer Finance,36192.88489,18.72668917,-18771.85,-45.81781784,19974.86,98319.13,-18448.55,323.3,15.66209135,9.994182484,2.285856303,2.148663344,4.922143635,289.2
Escorts Kubota Ltd,ESCORTS,Industrials,Tractors,35991.25053,34.30646027,842.27,8.673876316,9172.39,53.09,1032.18,189.91,86.54635469,12.08984962,15.06117665,0.552625616,0.005788023,3212.45
NLC India Ltd,NLCINDIA,Materials,Metals - Diversified,35614.37467,19.20854687,2364.3,33.3020742,19366.22,22415.49,5623.73,3259.43,13.37113118,10.02430804,7.95623934,1.168042361,1.157453029,249.2
Astral Ltd,ASTRAL,Industrials,Building Products - Pipes,35336.21199,64.70648597,269.5,14.77201465,3268.5,119.4,823.4,553.9,20.33047184,17.53861965,22.60119718,0.285059812,0.036530519,1288.85
